kinase,substrate
PRKCA,EIF4A3
PRKCA,EIF4B
PRKCA,EIF4H
PRKCA,FIP1L1
PRKCA,FLJ37078
PRKCA,GPBP1L1
PRKCA,HCLS1
PRKCA,HPCA
PRKCA,KCNIP2
PRKCA,LOC653972
PRKCA,LZTFL1
PRKCA,MAGEB6
PRKCA,MGC27016
PRKCA,MTA1
PRKCA,NDUFB2
PRKCA,NFATC4
PRKCA,NMRAL1
PRKCA,PAGE4
PRKCA,RXRG
PRKCA,SARS
PRKCA,SMC3
PRKCA,SNUPN
PRKCA,SRA1
PRKCA,TBC1D10B
PRKCA,TCEAL6
PRKCA,TGFB1I1
PRKCA,TRIM24
PRKCA,TRIP10
PRKCA,UBE2L3
PRKCA,ZHX1
PRKCA,ZYX
PRKCB,PHF17
PRKCB,UHMK1
PRKCD,ARID3A
PRKCD,CAMKK1
PRKCD,CDK9
PRKCD,CSRP3
PRKCD,EIF4A3
PRKCD,EIF4ENIF1
PRKCD,ERF
PRKCD,HCLS1
PRKCD,HLCS
PRKCD,HNRPK
PRKCD,LRRFIP1
PRKCD,NEUROD1
PRKCD,NPM1
PRKCD,PRKAR1A
PRKCD,PRKCD
PRKCD,SMPX
PRKCD,SRXN1
PRKCD,TSC22D4
PRKCD,TWIST1
PRKCD,UBE2B
PRKCD,WWTR1
PRKCH,CTTN
PRKCH,HNRPK
PRKCH,NPM1
PRKCH,ZAP70
PRKCI,ABI2
PRKCI,BMX
PRKCI,C13orf15
PRKCI,CSDC2
PRKCI,DDEFL1
PRKCI,EIF2AK2
PRKCI,EIF4A3
PRKCI,ENO1
PRKCI,ETS1
PRKCI,HCLS1
PRKCI,MDM2
PRKCI,MDM4
PRKCI,MLLT4
PRKCI,MLX
PRKCI,MTA1
PRKCI,NCL
PRKCI,NRIP2
PRKCI,OTUD7B
PRKCI,PIR
PRKCI,RPA2
PRKCI,SFRS2
PRKCI,SOX10
PRKCI,ZYX
PRKCQ,AKAP10
PRKCQ,CBL
PRKCQ,CHGB
PRKCQ,EIF2AK2
PRKCQ,KHDRBS1
PRKCQ,MTA1
PRKCQ,NUAK1
PRKCQ,TRIM26
PRKCQ,TRIP10
PRKCZ,ANKS1A
PRKCZ,ANXA2
PRKCZ,ARID3A
PRKCZ,BFAR
PRKCZ,CBL
PRKCZ,CSDE1
PRKCZ,CTTN
PRKCZ,DAXX
PRKCZ,DDB1
PRKCZ,DDEF2
PRKCZ,DDEFL1
PRKCZ,FGR
PRKCZ,GSN
PRKCZ,HCLS1
PRKCZ,HLCS
PRKCZ,HNRPK
PRKCZ,IRF3
PRKCZ,LARP1
PRKCZ,MTA1
PRKCZ,NASP
PRKCZ,PDC
PRKCZ,PPP1R13L
PRKCZ,PSMA6
PRKCZ,RAB14
PRKCZ,RPS6KA2
PRKCZ,RUVBL2
PRKCZ,SF3B1
PRKCZ,SFRS1
PRKCZ,SNRP70
PRKCZ,SPAG7
PRKCZ,SRXN1
PRKCZ,STIP1
PRKCZ,STUB1
PRKCZ,TRIM28
PRKCZ,TRIP10
PRKCZ,TRIP6
PRKCZ,TTRAP
PRKCZ,UBB
PRKCZ,YWHAH
PRKCZ,ZYX
PRKG1,BRCA1
PRKG1,GNA12
PRKG1,MAPK7
PRKG1,MDFI
PRKG1,RPS6KA2
PRKX,PRKACB
PRKX,PRKAR1A
PRKY,CBL
PRKY,DAZAP1
PRKY,GRK5
PRKY,IRF3
PRKY,KCNIP2
PRKY,MDFI
PRKY,MLX
PRKY,NFATC3
PRKY,PHB2
PRKY,SMAD3
PRKY,SMAD4
PRKY,VHL
PRKY,XPO1
PRKY,ZYX
PRPF4B,C11orf9
PRPF4B,CAMKK1
PRPF4B,COPS6
PRPF4B,GPBP1L1
PRPF4B,MBNL3
PRPF4B,MDFI
PRPF4B,RPS6KA2
PRPF4B,RRAGC
PRPF4B,TRIM24
PRPF4B,ZNF485
PTK2,BCL3
PTK2,BMX
PTK2,CDK9
PTK2,CHGB
PTK2,COPS6
PTK2,CSNK1G2
PTK2,CSRP3
PTK2,FGR
PTK2,MAPK12
PTK2,MDFI
PTK2,MDM4
PTK2,MITF
PTK2,PPP1R13L
PTK2,PRNP
PTK2,SHC3
PTK2,SMAD4
PTK2,SMYD2
PTK2,TERF1
PTK2,TXN
PTK2,XRCC4
PTK2,ZYX
PTK2B,AKT3
PTK2B,ANXA2
PTK2B,ARHGDIB
PTK2B,BCL3
PTK2B,CBL
PTK2B,CENTD2
PTK2B,CHGB
PTK2B,CRK
PTK2B,CSDE1
PTK2B,CTTN
PTK2B,DDEF2
PTK2B,DDEFL1
PTK2B,DOK1
PTK2B,EIF2S1
PTK2B,ETS1
PTK2B,FGR
PTK2B,FHL2
PTK2B,FLJ20105
PTK2B,GAPDH
PTK2B,GDI2
PTK2B,HCLS1
PTK2B,HLCS
PTK2B,HNRPK
PTK2B,HSPA2
PTK2B,KCNIP1
PTK2B,KCNIP2
PTK2B,KCNIP4
PTK2B,KHDRBS2
PTK2B,LYPLAL1
PTK2B,MAGED1
PTK2B,MAPK12
PTK2B,MTA1
PTK2B,MTCP1
PTK2B,NUDT3
PTK2B,PKM2
PTK2B,PPP5C
PTK2B,PRKAR1A
PTK2B,RAB14
PTK2B,RAB5B
PTK2B,RBM12
PTK2B,RPA2
PTK2B,RUVBL1
PTK2B,RUVBL2
PTK2B,S100A11
PTK2B,SOD1
PTK2B,SRXN1
PTK2B,STUB1
PTK2B,SUMO4
PTK2B,TGFB1I1
PTK2B,TMSL3
PTK2B,TRIP10
PTK2B,TXN
PTK2B,UBB
PTK2B,UBTD2
PTK2B,VHL
PTK2B,VPS24
PTK2B,YWHAH
PTK2B,ZYX
PTK6,CTBP1
PTK6,IRF3
PTK6,MBNL3
PTK6,MTA1
PTK6,NFATC4
PTK6,PRKAR1A
PTK6,RUVBL2
PTK6,SMAD2
PTK6,SMPX
PTK6,TRIM26
PTK6,TRIP10
PTK6,UHMK1
PTK6,XPO1
PXK,CSRP3
PXK,FGR
PXK,GNA12
PXK,MTA1
PXK,NFATC4
PXK,OTUD7B
PXK,PRKACA
PXK,PRKCB1
PXK,PRKD2
PXK,SCC-112
PXK,SOX10
PXK,TRIP10
PXK,UBE2L3
PXK,WDR45L
RAF1,AIRE
RAF1,BFAR
RAF1,CKM
RAF1,CSDE1
RAF1,CSRP3
RAF1,DDEFL1
RAF1,EIF2AK2
RAF1,EIF4B
RAF1,EIF4H
RAF1,HCLS1
RAF1,HLCS
RAF1,MTA1
RAF1,NEUROD1
RAF1,OTUD7B
RAF1,PPP1R8
RAF1,PRDX1
RAF1,PRKAG3
RAF1,RNUXA
RAF1,SARS
RAF1,SOX10
RAF1,SRXN1
RAF1,TIMM23
RAF1,ZYX
RAGE,CSNK2A2
RAGE,MAPK7
RAGE,MBNL3
RAGE,SMAD4
RAGE,SOX10
RET,CBFA2T3
RET,CTTN
RET,ETS1
RET,HNRPK
RET,SUMO4
RET,TRIP10
RIOK1,C21orf66
RIOK1,MDM4
RIOK1,PPP1R8
RIOK1,YWHAH
RIPK2,CDKL3
RIPK2,CRK
RIPK2,HLCS
RIPK2,MAP2K7
RIPK2,MAPK8
RIPK2,NEUROD1
RIPK2,PRKCD
RIPK3,BAD
RIPK3,C21orf66
RIPK3,CBL
RIPK3,DDEFL1
RIPK3,EIF2AK2
RIPK3,FBP1
RIPK3,HLCS
RIPK3,MAPK1
RIPK3,NEUROD1
RIPK3,NFATC3
RIPK3,PLG
RPS6KA1,HCLS1
RPS6KA1,IRF3
RPS6KA1,MAPK1
RPS6KA1,PRKAR1A
RPS6KA1,RXRG
RPS6KA1,STUB1
RPS6KA1,TRIM24
RPS6KA1,ZAP70
RPS6KA1,ZYX
RPS6KA2,BCL3
RPS6KA2,C21orf66
RPS6KA2,CAMKK1
RPS6KA2,CITED1
RPS6KA2,CRK
RPS6KA2,CSDC2
RPS6KA2,CSK
RPS6KA2,CSRP3
RPS6KA2,CTBP1
RPS6KA2,CTTN
RPS6KA2,DDEF2
RPS6KA2,DDEFL1
RPS6KA2,DDX25
RPS6KA2,DDX4
RPS6KA2,EIF4ENIF1
RPS6KA2,ETS1
RPS6KA2,GABPA
RPS6KA2,HDAC3
RPS6KA2,HTATIP
RPS6KA2,KCNIP3
RPS6KA2,MAPKAP1
RPS6KA2,MBNL3
RPS6KA2,MDM2
RPS6KA2,NAP1L1
RPS6KA2,NDUFA13
RPS6KA2,NFATC4
RPS6KA2,PARK7
RPS6KA2,PPP1R8
RPS6KA2,PPP2R5D
RPS6KA2,PSMC2
RPS6KA2,RAD23B
RPS6KA2,RBBP9
RPS6KA2,RELA
RPS6KA2,RNF4
RPS6KA2,RUVBL1
RPS6KA2,RUVBL2
RPS6KA2,S100A11
RPS6KA2,SAFB2
RPS6KA2,SMAD3
RPS6KA2,SMAD4
RPS6KA2,SOX2
RPS6KA2,SRXN1
RPS6KA2,TRIP10
RPS6KA2,TRIP4
RPS6KA2,UBE2V1
RPS6KA2,UBE2V2
RPS6KA2,VHL
RPS6KA2,XPO1
RPS6KA2,YWHAH
RPS6KA2,ZFP36
RPS6KA2,ZYX
RPS6KA3,MTA1
RPS6KA3,PPP2R1A
RPS6KA3,RPA2
RPS6KA4,ARID3A
RPS6KA4,C14orf106
RPS6KA4,C21orf66
RPS6KA4,ENO1
RPS6KA4,HCLS1
RPS6KA4,HLCS
RPS6KA4,LUZP1
RPS6KA4,MDM2
RPS6KA4,MTA1
RPS6KA4,NASP
RPS6KA4,NEUROD1
RPS6KA4,NFATC4
RPS6KA4,POU6F1
RPS6KA4,PPP1R13L
RPS6KA4,PRKACB
RPS6KA4,PSMA6
RPS6KA4,PSMA8
RPS6KA4,RBM38
RPS6KA4,RPS6KA2
RPS6KA4,RUVBL1
RPS6KA4,RUVBL2
RPS6KA4,SAFB2
RPS6KA4,STIP1
RPS6KA4,SUFU
RPS6KA4,TBX20
RPS6KA4,ZMYM3
RPS6KA4,ZYX
RPS6KA5,BMX
RPS6KA5,CAMKK1
RPS6KA5,CSRP3
RPS6KA5,DDEF2
RPS6KA5,DDEFL1
RPS6KA5,EIF4H
RPS6KA5,HCLS1
RPS6KA5,HLCS
RPS6KA5,IRF3
RPS6KA5,KLHL25
RPS6KA5,MAPK1
RPS6KA5,MCM2
RPS6KA5,MDM4
RPS6KA5,MTA1
RPS6KA5,NEUROD1
RPS6KA5,PPP2R5D
RPS6KA5,PRKACA
RPS6KA5,PRKACB
RPS6KA5,PRKCD
RPS6KA5,RXRG
RPS6KA5,SRXN1
RPS6KA5,UHMK1
RPS6KA5,XPA
RPS6KA6,MBNL3
RPS6KB1,ARID3A
RPS6KB1,BAX
RPS6KB1,CAMKK1
RPS6KB1,CDCA7L
RPS6KB1,CTTN
RPS6KB1,DDEF2
RPS6KB1,DDEFL1
RPS6KB1,DOK1
RPS6KB1,EIF4B
RPS6KB1,EIF4ENIF1
RPS6KB1,FGFR1OP
RPS6KB1,FGR
RPS6KB1,HCLS1
RPS6KB1,HLCS
RPS6KB1,HNRPK
RPS6KB1,HSF1
RPS6KB1,IRF3
RPS6KB1,KLHL25
RPS6KB1,MDM2
RPS6KB1,NCBP2
RPS6KB1,NFATC3
RPS6KB1,NFATC4
RPS6KB1,NXF3
RPS6KB1,PHB2
RPS6KB1,PPP1R8
RPS6KB1,PRKACA
RPS6KB1,RAB5B
RPS6KB1,RCHY1
RPS6KB1,SAFB2
RPS6KB1,SMARCE1
RPS6KB1,SRXN1
RPS6KB1,SYNJ2
RPS6KB1,TMSL3
RPS6KB1,TRIP6
RPS6KB1,YWHAE
RPS6KB2,ETS1
RPS6KB2,GNA12
RPS6KB2,PRKACA
RPS6KL1,GRK5
RPS6KL1,SUFU
SCYL1,CSRP3
SCYL1,DGCR8
SCYL2,ANXA2
SCYL2,C19orf2
SCYL2,C21orf66
SCYL2,CDCA7L
SCYL2,CLIC1
SCYL2,CTTN
SCYL2,EIF4B
SCYL2,FAM110A
SCYL2,FGR
SCYL2,GAPDH
SCYL2,GSN
SCYL2,HLCS
SCYL2,HNRPK
SCYL2,HSPA1L
SCYL2,MAPK1
SCYL2,MBNL3
SCYL2,MDM2
SCYL2,NCALD
SCYL2,PKM2
SCYL2,RAB5C
SCYL2,TMSL3
SCYL2,UBB
SCYL2,UBTD2
SCYL2,YWHAE
SCYL2,YWHAH
SCYL3,CBL
SCYL3,TRIM26
SGK1,HCLS1
SGK1,MTA1
SGK2,PRKACA
SGK3,FIP1L1
SGK494,PPP2CA
SGK494,PRNP
SIK1,CBL
SIK1,CRK
SIK1,DDEF2
SIK1,KCNIP2
SIK1,ZYX
SNRK,CSRP3
SNRK,MTA1
SNRK,PHF17
SNRK,POLR3D
SNRK,RGS14
SNRK,RIPK3
SNRK,SOX10
SNRK,ZNF606
SRPK1,HLCS
SRPK1,HNRPK
SRPK1,MAPK7
SRPK1,MDFI
SRPK1,MDM2
SRPK1,MDM4
SRPK1,MLX
SRPK1,MTA1
SRPK1,NFATC4
SRPK1,NOL7
SRPK1,OTUD7B
SRPK1,PHB2
SRPK1,PPP1R13L
SRPK1,PRDM1
SRPK1,PRKACA
SRPK1,SFRS1
SRPK1,STK16
SRPK2,BCL3
SRPK2,CAMKK1
SRPK2,COPS6
SRPK2,DDEF2
SRPK2,DDEFL1
SRPK2,DDX25
SRPK2,EIF4B
SRPK2,HIF1A
SRPK2,MAPK1
SRPK2,MBNL3
SRPK2,MDFI
SRPK2,MDM2
SRPK2,MGC10433
SRPK2,MTA1
SRPK2,NFATC4
SRPK2,PRKACA
SRPK2,PRKCD
SRPK2,RPS6KA2
SRPK2,SFRS1
SRPK2,SFRS2
SRPK2,SMAD4
SRPK2,SOX10
SRPK2,UHMK1
SRPK2,ZCCHC8
SRPK2,ZRANB2
STK11,ADRBK1
STK11,BAD
STK11,CAMKK1
STK11,CHGB
STK11,HDLBP
STK11,NEIL2
STK11,PFDN5
STK11,RNF4
STK11,SAFB2
STK11,SMAD2
STK11,TAF10
STK11,TFE3
STK11,TRIM14
STK11,TRIP4
STK11,TSNAX
STK16,CBL
STK16,CHAF1B
STK16,CTBP1
STK16,EEF1D
STK16,EIF4H
STK16,IRF3
STK16,IRF5
STK16,MAPK1
STK16,NCBP2
STK16,NPM1
STK16,PFDN5
STK16,POP7
STK16,PPP1R8
STK16,PRKACA
STK16,PSMA6
STK16,RAN
STK16,RAP1A
STK16,RUVBL1
STK16,RUVBL2
STK16,SRF
STK16,TRIM24
STK16,TRIM28
STK16,VAMP3
STK16,VHL
STK17A,ARID3A
STK17A,ARIH2
STK17A,ASCC1
STK17A,BCL3
STK17A,C11orf9
STK17A,C21orf66
STK17A,CAMK1D
STK17A,CAMKK1
STK17A,CBL
STK17A,CDK2AP1
STK17A,CHAF1B
STK17A,CSDC2
STK17A,CSRP3
STK17A,DAZAP1
STK17A,DDX39
STK17A,DNMT3A
STK17A,DUT
STK17A,EBF4
STK17A,EIF4A3
STK17A,EIF4H
STK17A,ELL3
STK17A,ENO1
STK17A,ERF
STK17A,EXOSC3
STK17A,FAM58A
STK17A,FIP1L1
STK17A,GATA3
STK17A,GPBP1
STK17A,GPBP1L1
STK17A,HIRIP3
STK17A,HMGN1
STK17A,IRF3
STK17A,IRF5
STK17A,JARID1D
STK17A,KHDRBS1
STK17A,KHDRBS2
STK17A,LAS1L
STK17A,LRRFIP1
STK17A,MAPKAPK3
STK17A,MBNL3
STK17A,MCM7
STK17A,MDM2
STK17A,MEOX1
STK17A,MLF2
STK17A,MLX
STK17A,MTA1
STK17A,NCBP2
STK17A,NCL
STK17A,NCOA4
STK17A,NEUROD4
STK17A,NIPBL
STK17A,NUP35
STK17A,PARK7
STK17A,PCBD1
STK17A,PCBP2
STK17A,PIR
STK17A,POLD4
STK17A,POLR1C
STK17A,POLR3K
STK17A,PPIE
STK17A,PPP1R13L
STK17A,PPP1R8
STK17A,PRPF8
STK17A,PSMA6
STK17A,PSPC1
STK17A,R3HDM2
STK17A,RAD23B
STK17A,RAN
STK17A,RBM17
STK17A,RCHY1
STK17A,RNASEH2C
STK17A,RPA2
STK17A,RPA4
STK17A,RUVBL1
STK17A,RUVBL2
STK17A,SAFB2
STK17A,SFRS2
STK17A,SLC4A1AP
STK17A,SMARCC2
STK17A,SMPX
STK17A,SNUPN
STK17A,SP100
STK17A,SPAG7
STK17A,SPEG
STK17A,SSX2
STK17A,STON1
STK17A,TBC1D22A
STK17A,TIA1
STK17A,TSC22D4
STK17A,TTRAP
STK17A,UBE2I
STK17A,UBE2V2
STK17A,UHMK1
STK17A,UTP18
STK17A,WHSC2
STK17A,XPA
STK17A,XPO1
STK17A,XRCC1
STK17A,XRCC4
STK17A,ZBTB4
STK17A,ZC3H7A
STK17A,ZFP36
STK17A,ZHX1
STK17A,ZMYM3
STK17A,ZNF160
STK17A,ZNF248
STK17A,ZNF345
STK17A,ZNF414
STK17A,ZNF765
STK17A,ZNF784
STK24,CSDE1
STK24,CTTN
STK24,DDEFL1
STK24,EIF4H
STK24,HLCS
STK24,HNRPH3
STK24,HTATIP
STK24,JAK2
STK24,KLHL25
STK24,MDFI
STK24,NEK6
STK24,TDRD1
STK24,TFAM
STK24,TSN
STK25,DDEFL1
STK25,HLCS
STK25,PRKCD
STK25,VHL
STK3,EIF4ENIF1
STK3,HLCS
STK3,NEUROD1
STK3,NFATC4
STK3,PKM2
STK3,SMPX
STK3,UBL4B
STK3,VHL
STK3,WWTR1
STK33,CRK
STK36,AIRE
STK36,CRY1
STK36,HLCS
STK36,NEUROD1
STK36,NFATC4
STK36,UHMK1
STK38,CDCA5
STK38,CTTN
STK38,EIF4A3
STK38,HLCS
STK38,KLHL25
STK38,MAPK7
STK38,MDM2
STK38,MED28
STK38,MTA1
STK38,NFATC4
STK38,PPP1R13L
STK38,RAD23B
STK38L,CTTN
STK38L,EIF4B
STK38L,FGR
STK38L,MLX
STK38L,PRKCD
STK4,CAMKK1
STK4,COPS6
STK4,CRY1
STK4,EIF4B
STK4,KLHL25
STK4,MBNL3
STK4,MDFI
STK4,MDM4
STK4,MTA1
STK4,NEUROD1
STK4,OTUD7B
STK4,PER1
STK4,PPP1R13L
STK4,RAD51
STK4,SMAD4
STK4,STK16
STK4,TRIM24
STK4,UHMK1
STK4,ZYX
STK40,HLCS
STK40,IRF3
STK40,MBNL3
STK40,MTA1
STK40,NEUROD1
STK40,PPP1R13L
STK40,PSMA6
STK40,RCHY1
STK40,RFC5
STYK1,ABI2
STYK1,CSRP3
STYK1,CTTN
STYK1,FRK
STYK1,GNA12
STYK1,MBNL3
STYK1,MLX
STYK1,MTA1
STYK1,OTUD7B
SYK,AK2
SYK,ARID3A
SYK,ASCC1
SYK,BCL3
SYK,CARHSP1
SYK,CENTD2
SYK,CSDE1
SYK,CSNK1G2
SYK,CTTN
SYK,DDEF2
SYK,EIF4H
SYK,ETF1
SYK,ETS1
SYK,FGR
SYK,FHL2
SYK,HLCS
SYK,HNRPK
SYK,KHDRBS2
SYK,MAPK12
SYK,MDM2
SYK,MED28
SYK,MLX
SYK,MTA1
SYK,NAP1L1
SYK,OTUD7B
SYK,PPP1R8
SYK,PRKAR1A
SYK,PSMA6
SYK,PSMC3
SYK,RBBP5
SYK,RPS6KA2
SYK,RUVBL2
SYK,RXRA
SYK,SLC4A1AP
SYK,SRXN1
SYK,TRIM28
SYK,TRIP10
SYK,TTRAP
SYK,WWP1
SYK,ZYX
TBK1,ASCC1
TBK1,C21orf66
TBK1,CBL
TBK1,CERK
TBK1,CRY1
TBK1,CSDC2
TBK1,DDX25
TBK1,DNMT3A
TBK1,DOK1
TBK1,GNA12
TBK1,HADHB
TBK1,HDAC3
TBK1,HLCS
TBK1,HSPB1
TBK1,IRF3
TBK1,IRF5
TBK1,MAPK1
TBK1,MDM2
TBK1,MTA1
TBK1,NEUROD1
TBK1,PPP1R13L
TBK1,PSPC1
TBK1,RCHY1
TBK1,RIPK3
TBK1,RPA2
TBK1,RUVBL2
TBK1,SMPX
TBK1,SRXN1
TBK1,STUB1
TBK1,SUMO4
TBK1,TMSL3
TBK1,VHL
TBK1,XPO1
TBK1,YWHAE
TBK1,YWHAH
TBK1,ZAP70
TESK2,CHEK1
TESK2,OTUD7B
TESK2,PINX1
TESK2,POLK
TESK2,PRKACA
TESK2,RPS6KA2
TESK2,RUVBL1
TESK2,TRIM24
TESK2,ZNF626
TESK2,ZYX
TGFBR2,ABI2
TGFBR2,AIRE
TGFBR2,AKT3
TGFBR2,ANKS1A
TGFBR2,ASCC1
TGFBR2,ASCC3
TGFBR2,BCL3
TGFBR2,BMX
TGFBR2,C13orf15
TGFBR2,C21orf66
TGFBR2,CAMKK1
TGFBR2,CBL
TGFBR2,CDC25A
TGFBR2,CKM
TGFBR2,CRK
TGFBR2,CRY1
TGFBR2,CSDC2
TGFBR2,CSDE1
TGFBR2,CSRP3
TGFBR2,CTTN
TGFBR2,DDEF2
TGFBR2,EIF4H
TGFBR2,ETF1
TGFBR2,FGR
TGFBR2,FHL1
TGFBR2,FHL2
TGFBR2,GPBP1
TGFBR2,HLCS
TGFBR2,HSF1
TGFBR2,HSPA2
TGFBR2,IRF3
TGFBR2,MAPK8
TGFBR2,MBNL3
TGFBR2,MDM2
TGFBR2,NANOS1
TGFBR2,NCAPG
TGFBR2,NEUROD1
TGFBR2,NFATC4
TGFBR2,NRIP2
TGFBR2,OTUD7B
TGFBR2,PHLDA2
TGFBR2,PKNOX1
TGFBR2,PPP1R13L
TGFBR2,PPP2R5D
TGFBR2,PRDM1
TGFBR2,PRMT8
TGFBR2,PSMA6
TGFBR2,PSMC3
TGFBR2,PSPC1
TGFBR2,RAB14
TGFBR2,RAD23B
TGFBR2,RCHY1
TGFBR2,RPS6KA2
TGFBR2,RUVBL1
TGFBR2,RUVBL2
TGFBR2,SAFB2
TGFBR2,SARS
TGFBR2,SMAD4
TGFBR2,SMAD7
TGFBR2,SMC3
TGFBR2,SNUPN
TGFBR2,SOX10
TGFBR2,SRA1
TGFBR2,SRXN1
TGFBR2,SUMO4
TGFBR2,TRIM24
TGFBR2,TRIP10
TGFBR2,TTF2
TGFBR2,UBE2A
TGFBR2,UBE2V2
TGFBR2,UHMK1
TGFBR2,VHL
TGFBR2,XPO1
TGFBR2,ZYX
TNK2,ABI2
TNK2,BCL3
TNK2,CAMK2A
TNK2,CAMKK1
TNK2,CHEK1
TNK2,CSNK1G2
TNK2,CTTN
TNK2,GNA12
TNK2,GRK5
TNK2,MBNL3
TNK2,MDFI
TNK2,MDM2
TNK2,MTA1
TNK2,OTUD7B
TNK2,PINX1
TNK2,PPP1R13L
TNK2,RET
TNK2,SRXN1
TNK2,UHMK1
TNK2,ZYX
TNNI3K,ANXA6
TNNI3K,ARID3A
TNNI3K,BAD
TNNI3K,BAX
TNNI3K,C13orf15
TNNI3K,C19orf2
TNNI3K,C21orf66
TNNI3K,CBL
TNNI3K,CCDC40
TNNI3K,CFL2
TNNI3K,CSDC2
TNNI3K,CTTN
TNNI3K,DAXX
TNNI3K,DDEFL1
TNNI3K,EIF4ENIF1
TNNI3K,FHL2
TNNI3K,GAS7
TNNI3K,HCLS1
TNNI3K,HLCS
TNNI3K,MBNL3
TNNI3K,MDFI
TNNI3K,MDM2
TNNI3K,NFATC3
TNNI3K,NPM1
TNNI3K,PCM1
TNNI3K,PPP1R13L
TNNI3K,PPP1R8
TNNI3K,PRDM10
TNNI3K,PSMA6
TNNI3K,PSMA8
TNNI3K,RCHY1
TNNI3K,RUVBL2
TNNI3K,SARS
TNNI3K,STIP1
TNNI3K,TAF10
TNNI3K,TBC1D22A
TNNI3K,TRIM24
TNNI3K,TRIP10
TNNI3K,TRIP6
TNNI3K,VHL
TNNI3K,ZYX
TRIB2,HLCS
TRIB3,BCL3
TRIB3,CAMKK1
TRIB3,COPS6
TRIB3,EP400
TRIB3,LDOC1
TRIB3,LUZP1
TRIB3,MBNL3
TRIB3,NEUROD1
TRIB3,NFATC4
TRIB3,OTUD7B
TRIB3,PBX2
TRIB3,PPP2R1B
TRIB3,PRKCD
TRIB3,RUNX1T1
TRIB3,TSNAX
TRIB3,UHMK1
TRIB3,ZNF319
TRIB3,ZNF502
TRIB3,ZNF692
TRIB3,ZYX
TSSK2,HLCS
TTK,C21orf66
TTK,EIF2S1
TTK,RBBP5
TYK2,BCL3
TYK2,C21orf66
TYK2,DOK1
TYK2,EIF2AK2
TYK2,HCLS1
TYK2,HNRPK
TYK2,IRF3
TYK2,MTA1
TYK2,NPM1
TYK2,PPP1R8
TYK2,SMARCC2
TYK2,TERF2IP
TYK2,YWHAE
TYK2,ZYX
TYRO3,BCL3
TYRO3,BMX
TYRO3,CBL
TYRO3,FGR
TYRO3,PRKCD
TYRO3,PRNP
TYRO3,ZAP70
UHMK1,BCL3
UHMK1,CSRP3
UHMK1,HLCS
UHMK1,MBNL3
UHMK1,MDM4
UHMK1,NEUROD1
UHMK1,NFATC4
UHMK1,PPP1R13L
UHMK1,STON1
UHMK1,UHMK1
UHMK1,XPO1
UHMK1,ZYX
ULK3,ZYX
VRK1,AIRE
VRK1,C11orf9
VRK1,CSRP3
VRK1,HSFX1
VRK1,NEUROD1
VRK1,NFATC4
VRK1,TOX
VRK1,XRCC1
VRK3,DAZAP1
VRK3,EZH1
VRK3,FEV
VRK3,HSFX1
VRK3,NOL7
VRK3,OLIG3
VRK3,SMUG1
VRK3,ZIC4
VRK3,ZNF414
WEE1,APITD1
WEE1,BCL3
WEE1,BRSK2
WEE1,C14orf106
WEE1,C19orf40
WEE1,CAMK1D
WEE1,CAMKK1
WEE1,CBL
WEE1,CDK2AP1
WEE1,CSDC2
WEE1,CSRP3
WEE1,CTTN
WEE1,DDX39
WEE1,DDX4
WEE1,EIF4A3
WEE1,EIF4B
WEE1,EIF4ENIF1
WEE1,ENO1
WEE1,ETS1
WEE1,EVX1
WEE1,HCLS1
WEE1,HNRPK
WEE1,HSFX1
WEE1,IRF3
WEE1,KHDRBS1
WEE1,LIG1
WEE1,MBNL3
WEE1,MCM2
WEE1,MDM2
WEE1,MDM4
WEE1,METTL3
WEE1,MLX
WEE1,MTA1
WEE1,NFATC4
WEE1,NOC2L
WEE1,NUP107
WEE1,NUP133
WEE1,OTUD7B
WEE1,PHB2
WEE1,PKM2
WEE1,PPP1R13L
WEE1,PPP1R8
WEE1,PRKAR1A
WEE1,PSMC3
WEE1,PSPC1
WEE1,RBM17
WEE1,RPA2
WEE1,RUVBL2
WEE1,S100A11
WEE1,SF3B1
WEE1,SFRS1
WEE1,SMAD4
WEE1,SMAD7
WEE1,SNRP70
WEE1,SNUPN
WEE1,SUHW4
WEE1,TAGLN2
WEE1,TSC22D4
WEE1,UBB
WEE1,VHL
WEE1,XRCC1
WEE1,XRCC4
WEE1,ZAP70
WEE1,ZBTB4
WEE1,ZHX1
WEE1,ZIC4
WEE1,ZMYM3
WEE1,ZNF671
WEE1,ZYX
WNK1,ANKS1A
WNK1,DDEFL1
WNK1,HLCS
WNK1,MAPK1
WNK1,NEUROD1
WNK1,NFATC4
WNK1,PPP2R5D
WNK1,PRKCD
WNK1,RPS6KA2
WNK1,SUFU
WNK1,VHL
WNK1,ZYX
YES1,CBL
YES1,CTTN
YES1,DDEFL1
YES1,ENO1
YES1,FYN
YES1,G3BP1
YES1,GSN
YES1,HLCS
YES1,HSPA8
YES1,MAPK1
YES1,MBNL3
YES1,MSN
YES1,NPM1
YES1,NUDT4
YES1,PKM2
YES1,PRKAR1A
YES1,RAP1A
YES1,RELA
YES1,S100A11
YES1,SMAD4
YES1,SRXN1
YES1,TBC1D22A
YES1,TRIM29
YES1,TXN
YES1,UBB
YES1,UBTD2
YES1,YWHAH
YES1,YWHAZ
YSK4,SUFU
YSK4,TRIP10
ZAP70,ABI2
ZAP70,BCL3
